,Baseline,Baseline,Baseline,JS_Strategy,JS_Strategy,JS_Strategy,JB_Strategy,JB_Strategy,JB_Strategy,JE_Strategy,JE_Strategy,JE_Strategy
,Equities,HighYieldBonds,InvGradeBonds,Equities,HighYieldBonds,InvGradeBonds,Equities,HighYieldBonds,InvGradeBonds,Equities,HighYieldBonds,InvGradeBonds
Dates,,,,,,,,,,,,
1983-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984-01-03,-0.002848074175476344,0.0,0.0,-0.0021313747347340823,0.0,0.0,-0.0026368001320711673,0.0,0.0,-0.0023853945310989407,0.0,0.0
1984-01-04,0.008815800435807559,0.0,0.0,0.006597361289649463,0.0,0.0,0.008161832284288236,0.0,0.0,0.007383642718265178,0.0,0.0
1984-01-05,0.006424110708552726,0.0,0.0,0.004807524809305189,0.0,0.0,0.005947561376949933,0.0,0.0,0.005380491380212332,0.0,0.0
1984-01-06,0.0014694697027760502,0.0,0.0,0.0010996871587553528,0.0,0.0,0.0013604624274599238,0.0,0.0,0.001230749192840568,0.0,0.0
1984-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984-01-09,-0.0011847832195398286,0.0,0.0,-0.0008866401872562708,0.0,0.0,-0.001096894377491353,0.0,0.0,-0.0009923110278388103,0.0,0.0
1984-01-10,-0.0029686220160407093,0.0,0.0,-0.0022215874911004677,0.0,0.0,-0.002748405568705503,0.0,0.0,-0.0024863589519325134,0.0,0.0
1984-01-11,-0.0005028065455663281,0.0,0.0,-0.000376278531263939,0.0,0.0,-0.00046550766731129795,0.0,0.0,-0.0004211238577710391,0.0,0.0
1984-01-12,-0.00012582150206783498,0.0,0.0,-9.415933507027546e-05,0.0,0.0,-0.00011648789070403041,0.0,0.0,-0.0001053813575192682,0.0,0.0
1984-01-13,-0.0022967899519131243,0.0,0.0,-0.0017188176195165258,0.0,0.0,-0.0021264109273177035,0.0,0.0,-0.0019236683642413345,0.0,0.0
1984-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984-01-16,0.0005056062706734026,0.0,0.0,0.00037837372366054196,0.0,0.0,0.0004680997049750861,0.0,0.0,0.0004234687577095665,0.0,0.0
1984-01-17,0.0020520596648492114,0.0,0.0,0.0015356721259182056,0.0,0.0,0.0018998350681605197,0.0,0.0,0.001718695371127876,0.0,0.0
1984-01-18,-0.0008805405995577639,0.0,0.0,-0.0006589582543056934,0.0,0.0,-0.000815220891787206,0.0,0.0,-0.0007374936891327178,0.0,0.0
1984-01-19,-0.0016065220552528197,0.0,0.0,-0.0012022511733867486,0.0,0.0,-0.001487348048706417,0.0,0.0,-0.0013455369097081077,0.0,0.0
1984-01-20,-0.0026225184926564993,0.0,0.0,-0.001962578680271243,0.0,0.0,-0.0024279764787513594,0.0,0.0,-0.002196481160481844,0.0,0.0
1984-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984-01-23,-0.004255088498712217,0.0,0.0,-0.003184323006157648,0.0,0.0,-0.003939440205591678,0.0,0.0,-0.0035638344399764495,0.0,0.0
1984-01-24,0.0034253352823749427,0.0,0.0,0.002563371818652209,0.0,0.0,0.003171239219373097,0.0,0.0,0.002868877545435017,0.0,0.0
